id,age,sex,story_id,test_type,story,mist,sit,Factors
13,19,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
13,19,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
14,22,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
14,22,Nő,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
14,22,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
14,22,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
14,22,Nő,5,baq,Néha sétálok.,1,1,Inattention
14,22,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
14,22,Nő,7,baq,Néha vezetek.,NA,0,Dropped
14,22,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
14,22,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
14,22,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
14,22,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,1,Dropped
14,22,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
14,22,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
14,22,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
14,22,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
14,22,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
14,22,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
14,22,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
14,22,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
14,22,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
14,22,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
14,22,Nő,22,baq,Néha főzök vagy sütök valamit.,NA,0,Dropped
14,22,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
14,22,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
14,22,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
14,22,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
14,22,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
15,20,Nő,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
15,20,Nő,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
15,20,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
15,20,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
15,20,Nő,5,baq,Néha sétálok.,1,1,Inattention
15,20,Nő,6,baq,Néha értéktárgyak vannak nálam.,2,1,Dropped
15,20,Nő,7,baq,Néha vezetek.,NA,0,Dropped
15,20,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
15,20,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
15,20,Nő,10,baq,Néha sok feladatom van.,4,1,PlanningError
15,20,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
15,20,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
15,20,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
15,20,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
15,20,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
15,20,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
15,20,Nő,17,baq,Néha valamit meg kell tanulnom.,3,1,PlanningError
15,20,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
15,20,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
15,20,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
15,20,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
15,20,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
15,20,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
15,20,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
15,20,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
15,20,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,NA,0,Dropped
15,20,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
16,19,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
16,19,Nő,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
16,19,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
16,19,Nő,4,baq,Néha hivatalos ügyet intézek.,2,1,Inattention
16,19,Nő,5,baq,Néha sétálok.,2,1,Inattention
16,19,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
16,19,Nő,7,baq,Néha vezetek.,NA,0,Dropped
16,19,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
16,19,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
16,19,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
16,19,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
16,19,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
16,19,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
16,19,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
16,19,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
16,19,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
16,19,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
16,19,Nő,18,baq,Néha ruhát vásárolok.,2,1,Dropped
16,19,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
16,19,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
16,19,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
16,19,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
16,19,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
16,19,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
16,19,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
16,19,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
16,19,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
17,22,Nő,1,baq,Néha reggel időre kell beérnem.,5,1,PlanningError
17,22,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
17,22,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,4,1,PlanningError
17,22,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
17,22,Nő,5,baq,Néha sétálok.,3,1,Inattention
17,22,Nő,6,baq,Néha értéktárgyak vannak nálam.,3,1,Dropped
17,22,Nő,7,baq,Néha vezetek.,NA,0,Dropped
17,22,Nő,8,baq,Néha időre oda kell érnem valahova.,3,1,Dropped
17,22,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
17,22,Nő,10,baq,Néha sok feladatom van.,4,1,PlanningError
17,22,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,4,1,Dropped
17,22,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
17,22,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,1,Dropped
17,22,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
17,22,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
17,22,Nő,16,baq,Néha időre kell odaérnem valahova.,4,1,Dropped
17,22,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
17,22,Nő,18,baq,Néha ruhát vásárolok.,3,1,Dropped
17,22,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
17,22,Nő,20,baq,Néha találkozom új emberekkel.,3,1,Dropped
17,22,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
17,22,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
17,22,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
17,22,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
17,22,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
17,22,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,3,1,Dropped
17,22,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
18,21,Nő,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
18,21,Nő,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
18,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
18,21,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
18,21,Nő,5,baq,Néha sétálok.,1,1,Inattention
18,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
18,21,Nő,7,baq,Néha vezetek.,NA,0,Dropped
18,21,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
18,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,2,1,Dropped
18,21,Nő,10,baq,Néha sok feladatom van.,1,1,PlanningError
18,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,1,Dropped
18,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,3,1,Dropped
18,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
18,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
18,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,2,1,Dropped
18,21,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
18,21,Nő,17,baq,Néha valamit meg kell tanulnom.,1,1,PlanningError
18,21,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
18,21,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
18,21,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
18,21,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
18,21,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
18,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
18,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
18,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
18,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
18,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
19,23,Nő,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
19,23,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
19,23,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
19,23,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
19,23,Nő,5,baq,Néha sétálok.,2,1,Inattention
19,23,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
19,23,Nő,7,baq,Néha vezetek.,1,1,Dropped
19,23,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
19,23,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
19,23,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
19,23,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
19,23,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
19,23,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
19,23,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
19,23,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
19,23,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
19,23,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
19,23,Nő,18,baq,Néha ruhát vásárolok.,2,1,Dropped
19,23,Nő,19,baq,Néha vitatkozom emberekkel.,3,1,Dropped
19,23,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
19,23,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
19,23,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
19,23,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
19,23,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
19,23,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
19,23,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,NA,0,Dropped
19,23,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
20,19,Nő,1,baq,Néha reggel időre kell beérnem.,4,1,PlanningError
20,19,Nő,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
20,19,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
20,19,Nő,4,baq,Néha hivatalos ügyet intézek.,2,1,Inattention
20,19,Nő,5,baq,Néha sétálok.,1,1,Inattention
20,19,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
20,19,Nő,7,baq,Néha vezetek.,NA,0,Dropped
20,19,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
20,19,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
20,19,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
20,19,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,1,Dropped
20,19,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
20,19,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
20,19,Nő,14,baq,Néha magammal kell vinnem a bérletem.,NA,0,Dropped
20,19,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
20,19,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
20,19,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
20,19,Nő,18,baq,Néha ruhát vásárolok.,2,1,Dropped
20,19,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
20,19,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
20,19,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
20,19,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
20,19,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
20,19,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
20,19,Nő,25,baq,Néha tömegközlekedéssel utazom.,3,1,Inattention
20,19,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,2,1,Dropped
20,19,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
21,20,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
21,20,Nő,2,baq,Néha pénzügyeket intézek.,3,1,Inattention
21,20,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
21,20,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
21,20,Nő,5,baq,Néha sétálok.,1,1,Inattention
21,20,Nő,6,baq,Néha értéktárgyak vannak nálam.,2,1,Dropped
21,20,Nő,7,baq,Néha vezetek.,1,1,Dropped
21,20,Nő,8,baq,Néha időre oda kell érnem valahova.,3,1,Dropped
21,20,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
21,20,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
21,20,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,4,1,Dropped
21,20,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
21,20,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
21,20,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
21,20,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
21,20,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
21,20,Nő,17,baq,Néha valamit meg kell tanulnom.,3,1,PlanningError
21,20,Nő,18,baq,Néha ruhát vásárolok.,3,1,Dropped
21,20,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
21,20,Nő,20,baq,Néha találkozom új emberekkel.,3,1,Dropped
21,20,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
21,20,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
21,20,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
21,20,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
21,20,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
21,20,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,2,1,Dropped
21,20,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
22,25,Férfi,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
22,25,Férfi,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
22,25,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
22,25,Férfi,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
22,25,Férfi,5,baq,Néha sétálok.,NA,0,Inattention
22,25,Férfi,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
22,25,Férfi,7,baq,Néha vezetek.,NA,0,Dropped
22,25,Férfi,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
22,25,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
22,25,Férfi,10,baq,Néha sok feladatom van.,4,1,PlanningError
22,25,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
22,25,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
22,25,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
22,25,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
22,25,Férfi,15,baq,Általában időre kell befizetnem számlákat.,2,1,Dropped
22,25,Férfi,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
22,25,Férfi,17,baq,Néha valamit meg kell tanulnom.,4,1,PlanningError
22,25,Férfi,18,baq,Néha ruhát vásárolok.,1,1,Dropped
22,25,Férfi,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
22,25,Férfi,20,baq,Néha találkozom új emberekkel.,3,1,Dropped
22,25,Férfi,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
22,25,Férfi,22,baq,Néha főzök vagy sütök valamit.,NA,0,Dropped
22,25,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
22,25,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
22,25,Férfi,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
22,25,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,NA,0,Dropped
22,25,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
23,26,Férfi,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
23,26,Férfi,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
23,26,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
23,26,Férfi,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
23,26,Férfi,5,baq,Néha sétálok.,2,1,Inattention
23,26,Férfi,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
23,26,Férfi,7,baq,Néha vezetek.,1,1,Dropped
23,26,Férfi,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
23,26,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
23,26,Férfi,10,baq,Néha sok feladatom van.,2,1,PlanningError
23,26,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
23,26,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
23,26,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
23,26,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
23,26,Férfi,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
23,26,Férfi,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
23,26,Férfi,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
23,26,Férfi,18,baq,Néha ruhát vásárolok.,2,1,Dropped
23,26,Férfi,19,baq,Néha vitatkozom emberekkel.,NA,0,Dropped
23,26,Férfi,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
23,26,Férfi,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
23,26,Férfi,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
23,26,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
23,26,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,2,1,Dropped
23,26,Férfi,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
23,26,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
23,26,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
24,21,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
24,21,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
24,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
24,21,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
24,21,Nő,5,baq,Néha sétálok.,1,1,Inattention
24,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
24,21,Nő,7,baq,Néha vezetek.,2,1,Dropped
24,21,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
24,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,2,1,Dropped
24,21,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
24,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,3,1,Dropped
24,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
24,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,1,Dropped
24,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
24,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
24,21,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
24,21,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
24,21,Nő,18,baq,Néha ruhát vásárolok.,2,1,Dropped
24,21,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
24,21,Nő,20,baq,Néha találkozom új emberekkel.,4,1,Dropped
24,21,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
24,21,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
24,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,3,1,Dropped
24,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,2,1,Dropped
24,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
24,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
24,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
25,24,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
25,24,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
25,24,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
25,24,Nő,4,baq,Néha hivatalos ügyet intézek.,2,1,Inattention
25,24,Nő,5,baq,Néha sétálok.,2,1,Inattention
25,24,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
25,24,Nő,7,baq,Néha vezetek.,1,1,Dropped
25,24,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
25,24,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
25,24,Nő,10,baq,Néha sok feladatom van.,4,1,PlanningError
25,24,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
25,24,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
25,24,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,1,Dropped
25,24,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
25,24,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
25,24,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
25,24,Nő,17,baq,Néha valamit meg kell tanulnom.,4,1,PlanningError
25,24,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
